top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source,has_conflict
2,2,0,5,4,1,1,0,0,6,6,0,7,6,1,0,24,22,2,0,62,58,4,351,339,15,19,18,1,0
2,0,2,6,2,5,0,0,0,8,2,6,8,2,7,1,74,21,60,7,433,75,363,2701,1924,1923,76,22,54,1
3,2,2,9,5,6,0,0,0,12,7,5,12,7,8,3,80,52,29,1,460,328,132,2675,3205,1084,90,65,25,0
2,2,0,5,4,1,1,0,0,6,6,0,7,6,1,0,23,22,1,0,60,58,2,339,339,3,19,18,1,0
2,1,2,1,0,1,1,1,0,2,0,2,3,1,3,1,36,1,35,0,122,3,119,637,13,1049,42,1,41,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,3,3,0,1,1,0,0
2,1,1,1,0,1,2,1,1,1,0,1,3,1,2,0,37,15,22,0,106,42,64,411,253,162,16,2,14,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,6,6,1,1,16,15,1,175,174,1,3,2,1,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,3,2,0,18,16,2,50,48,2,3,1,2,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,3,3,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,5,5,0,24,24,0,1,1,0,0
2,2,1,3,2,1,1,0,0,4,4,0,5,4,2,1,24,20,4,0,125,97,26,1287,2641,274,42,36,6,0
2,1,1,1,0,1,2,1,1,1,0,1,3,1,2,0,43,18,25,0,246,77,169,1031,244,838,10,6,4,0
0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,6,3,3,0,29,3,26,187,67,163,5,1,4,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,3,1,2,2,1,1,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,12,1,11,18,1,17,2,1,1,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,5,3,3,1,9,5,4,35,19,28,3,1,2,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,3,2,1,12,2,10,2,1,1,0
2,0,2,5,3,3,0,0,0,7,3,4,7,3,5,1,67,22,48,3,415,121,292,2143,1562,1943,78,44,34,0
0,0,0,3,3,1,1,0,0,2,2,0,3,3,1,1,11,9,2,1,42,40,2,181,272,102,25,21,4,1
0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,4,1,4,1,8,1,7,16,4,16,5,1,4,0
2,0,2,2,2,1,1,1,1,3,1,2,4,2,3,1,16,7,10,2,34,18,15,107,143,27,14,11,3,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,6,2,5,1,9,3,6,17,10,7,2,1,1,0
3,1,3,2,0,2,1,1,1,4,0,4,5,1,5,1,87,19,71,3,472,152,320,2172,1316,2007,76,16,60,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,4,2,3,1,21,16,5,115,16,191,7,4,3,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,4,3,1,2,1,1,0
1,1,1,2,0,2,1,1,1,2,0,2,3,1,3,1,14,14,3,3,161,158,3,602,1276,10,22,19,3,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,5,5,0,25,80,0,8,8,0,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,7,3,5,1,28,5,23,149,80,279,12,8,4,0
2,1,2,0,0,0,2,1,1,0,0,0,2,1,2,1,53,17,36,0,169,76,93,2190,1334,1649,28,8,20,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,8,7,1,0,24,23,1,65,64,1,4,3,1,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,3,3,0,2,2,0,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,5,2,3,10,2,8,2,1,1,0
3,0,3,5,3,3,1,0,0,7,3,4,8,3,6,1,123,36,94,7,542,157,384,4908,5002,3395,141,74,67,0
0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,12,3,9,0,23,4,19,205,40,233,14,2,12,0
2,0,2,2,2,1,1,1,1,3,1,2,4,2,3,1,21,4,16,0,41,6,34,417,11,493,12,3,9,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,6,6,0,0,6,6,0,23,23,0,4,4,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,3,3,0,29,29,0,2,2,0,0
2,0,2,2,2,1,1,1,1,3,1,2,4,2,3,1,18,2,16,0,38,4,34,301,8,387,11,2,9,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,7,7,0,0,55,55,0,194,200,0,4,4,0,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,10,0,10,0,66,0,66,439,0,454,4,0,4,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,10,3,7,0,43,3,40,136,4,156,6,1,5,0
1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,42,30,13,1,123,34,89,587,64,868,19,9,10,0
2,0,2,1,1,0,2,1,1,1,0,1,3,1,2,0,15,1,14,0,56,4,52,324,4,412,13,1,12,0
1,0,1,1,0,1,2,2,1,0,0,0,2,0,2,0,14,0,14,0,30,0,30,112,0,144,6,0,6,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,21,21,0,54,78,0,3,3,0,0
2,0,2,1,1,0,1,1,1,2,0,2,3,1,2,0,34,2,32,0,111,11,100,896,53,1636,27,1,26,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,22,0,22,0,64,0,64,170,0,175,9,0,9,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,28,0,28,0,32,0,32,53,0,60,7,0,7,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,2,1,29,7,22,2,1,1,0
3,3,2,7,7,0,1,0,0,9,9,0,10,10,2,2,136,123,13,0,933,920,13,6599,9440,1330,200,199,2,0
1,0,1,3,2,1,2,1,1,2,1,1,4,2,2,0,31,7,24,0,76,25,51,444,51,510,32,2,30,0
3,1,2,5,0,5,1,1,1,7,0,7,8,1,7,0,86,2,85,1,485,3,482,2999,3,5096,115,2,113,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,11,10,1,0,23,22,1,754,753,1,3,2,1,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,9,8,1,0,10,9,1,12,10,2,2,1,1,0
2,0,2,3,1,2,1,1,1,4,0,4,5,1,4,0,39,32,7,0,251,221,30,1467,2926,63,18,14,4,0
2,2,1,3,2,2,2,1,1,3,2,1,5,4,3,2,24,5,20,1,96,15,82,485,145,423,16,6,10,1
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,5,5,0,0,8,8,0,372,1779,0,11,11,0,0
0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,17,5,12,0,31,9,22,2995,2383,1956,17,2,15,0
2,0,2,7,2,6,0,0,0,9,2,7,9,2,8,1,117,40,90,13,542,64,482,3710,245,7168,144,21,123,1
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,5,0,5,87,0,87,1,0,1,0
1,1,0,3,0,3,2,1,1,2,0,2,4,1,3,0,38,25,13,0,134,107,27,986,281,2043,22,6,16,0
1,1,0,3,3,0,4,0,4,0,0,0,4,4,0,0,39,39,0,0,117,117,0,739,816,0,21,21,0,0
0,0,0,3,3,2,1,1,1,2,2,0,3,3,2,2,25,13,12,0,45,28,17,750,2148,19,24,17,7,0
1,0,1,1,0,1,2,2,1,0,0,0,2,0,2,0,7,0,7,0,15,0,15,162,0,162,5,0,5,0
1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,26,18,8,0,56,36,20,510,295,249,11,5,6,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,1,2,0,7,4,3,21,8,13,3,1,2,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,75,0,75,0,498,0,498,1553,0,1553,4,0,4,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,61,0,61,1,0,1,0
2,1,1,2,0,2,2,1,1,2,0,2,4,1,3,0,87,8,84,6,547,23,521,2506,62,1947,18,5,13,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,11,9,5,3,57,39,18,865,2931,77,11,10,1,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,3,3,3,158,21,137,164,27,137,7,6,1,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,4,2,2,18,17,2,222,134,189,7,4,3,1
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,2,2,1,15,6,9,15,6,9,5,4,1,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,31,1,30,0,194,1,193,586,1,653,11,1,10,0
1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,33,1,32,0,196,1,195,604,17,655,13,1,12,0
1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,3,1,2,0,5,3,2,7,4,3,3,1,2,0
1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,76,37,47,8,92,44,49,8545,8571,53,13,6,7,1
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,56,55,1,0,69,68,1,10991,10990,1,3,2,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,4,3,1,2,1,1,3,3,0,5,4,1,0,118,116,2,0,152,150,2,19554,19681,37,20,18,2,0
2,1,2,6,2,5,1,0,0,7,3,4,8,3,7,2,221,40,195,14,1021,164,868,22974,652,23595,73,18,55,1
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1,0
0,0,0,4,2,3,1,1,1,3,1,2,4,2,3,1,61,14,47,0,124,22,102,1046,130,1395,12,8,4,0
0,0,0,6,3,4,1,0,0,5,3,2,6,3,4,1,95,8,87,0,142,32,110,19699,289,19642,18,4,14,0
0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,62,2,61,1,290,6,284,399,67,438,12,3,9,0
0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,13,8,5,0,21,8,13,195,176,23,5,1,4,0
1,0,1,5,4,2,0,0,0,6,4,2,6,4,3,1,51,18,37,4,70,32,41,258,76,187,24,12,12,1
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,5,2,3,0,14,11,3,4861,40,4821,3,2,1,0
2,1,1,5,4,2,1,0,0,6,5,1,7,5,3,1,27,16,11,0,37,22,15,261,178,142,21,10,11,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,4,1,3,2,1,1,0
1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,8,2,7,1,32,3,29,142,5,137,3,1,2,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,4,4,0,51,98,0,2,2,0,0
1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,5,0,5,0,9,0,9,56,0,83,4,0,4,0
3,3,0,5,5,2,1,0,0,7,7,0,8,8,2,2,245,200,45,0,1155,1110,45,27954,9701,19760,68,68,4,0
3,3,0,3,1,3,1,0,0,5,4,1,6,4,3,1,77,9,69,1,95,14,81,5731,179,5669,20,7,13,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1,1,0,3,3,0,4,1,4,0,0,0,4,4,0,0,9,9,0,0,16,16,0,62,62,0,7,7,0,0
1,0,1,4,2,3,1,0,0,4,2,2,5,2,4,1,78,28,69,19,97,34,82,5763,122,5677,21,7,14,1
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,4,0,1,1,0,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,11,1,11,1,23,1,22,93,1,92,2,1,1,0
2,2,0,7,6,1,1,0,0,8,8,0,9,8,1,0,27,26,1,0,56,55,1,231,263,1,18,17,1,0
1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,3,2,1,0,3,2,1,5,7,1,4,3,1,0
2,2,0,5,4,1,1,0,0,6,6,0,7,6,1,0,19,18,1,0,32,31,1,397,420,4,12,11,1,0
2,2,0,7,7,1,1,0,0,8,8,0,9,9,1,1,35,30,8,4,110,96,13,817,656,500,26,19,7,0
2,0,2,3,1,3,1,1,1,4,0,4,5,1,5,1,39,23,19,4,226,150,75,1470,1372,549,20,10,10,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,33,33,0,211,248,0,4,4,0,0
0,0,0,2,1,2,1,1,0,1,0,1,2,1,2,1,14,6,12,4,24,8,20,350,292,63,10,2,8,1
2,2,0,4,4,1,1,0,0,5,5,0,6,6,1,1,26,24,1,0,89,87,1,592,592,1,15,14,1,0
1,1,0,4,3,1,1,0,0,4,4,0,5,4,1,0,25,20,7,2,50,37,15,151,104,49,10,6,4,1
1,0,1,1,1,1,2,1,1,0,0,0,2,1,2,1,10,8,2,0,22,16,6,2654,2630,27,5,3,2,0
2,0,2,8,1,7,1,1,1,9,0,9,10,1,9,0,38,2,36,0,117,2,115,1177,345,1169,30,1,29,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,6,2,4,0,22,5,17,128,9,119,4,2,2,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3,0,3,0,12,0,12,82,0,82,1,0,1,0
1,1,0,3,2,1,2,1,1,2,2,0,4,3,1,0,14,6,8,0,28,10,18,98,49,49,7,5,2,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,10,10,0,38,38,0,3,3,0,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,5,2,3,0,14,4,10,44,6,38,4,1,3,0
0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,0,17,10,9,2,84,41,44,663,203,1110,27,9,18,1
0,0,0,2,1,2,1,1,1,1,0,1,2,1,2,1,10,6,5,1,25,11,14,122,105,52,9,4,5,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,2,3,0,8,5,3,36,9,102,5,1,4,0
1,1,0,1,1,1,1,1,0,1,1,0,2,2,1,1,7,5,2,0,12,8,4,59,111,23,6,5,1,0
1,1,0,5,2,4,1,0,0,5,3,2,6,3,4,1,55,42,17,4,159,77,84,1398,953,1331,58,30,28,1
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,4,1,4,1,8,1,7,15,2,13,4,1,3,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,4,3,2,1,11,6,5,29,10,22,8,3,5,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,42,42,0,310,483,0,8,8,0,0
2,0,2,6,1,5,1,1,1,7,0,7,8,1,7,0,85,3,85,3,261,3,261,1991,14,3305,100,2,98,1
2,2,0,5,5,0,7,0,7,0,0,0,7,7,0,0,60,53,0,0,239,227,0,1901,2595,0,57,57,0,0
0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,2,2,1,1,3,3,1,16,13,2,3,2,1,1
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,12,12,0,0,12,12,0,17,17,0,6,6,0,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,15,3,12,0,17,5,12,22,5,17,7,1,6,0
2,0,2,7,1,6,1,1,1,8,0,8,9,1,8,0,58,10,51,3,288,60,228,3381,5284,2906,68,9,59,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,7,7,0,0,20,20,0,40,40,0,7,7,0,0
1,1,0,3,3,1,2,1,1,2,2,0,4,4,1,1,14,9,5,0,34,27,7,266,361,8,14,8,6,0
2,1,1,1,1,0,2,1,1,1,1,0,3,2,1,0,38,15,23,0,178,87,91,642,428,214,7,2,5,0
2,2,2,1,1,1,1,1,1,2,2,0,3,3,3,3,32,20,17,5,505,407,108,1819,2042,265,38,10,28,1
3,0,3,7,1,6,1,1,1,9,0,9,10,1,9,0,70,7,66,3,718,66,653,2780,683,4729,71,17,54,1
1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,13,1,12,0,51,1,50,262,1,393,10,1,9,0
1,1,0,2,2,1,2,1,1,1,1,0,3,3,1,1,12,9,4,1,22,12,10,285,394,293,12,8,4,0
3,3,0,7,7,1,2,1,1,8,8,0,10,10,1,1,76,74,6,5,748,719,28,2971,6018,602,86,70,16,0
1,0,1,2,2,0,2,1,1,1,1,0,3,2,1,0,22,2,20,0,23,2,21,21917,9,21908,4,2,2,0
1,1,1,2,0,2,1,1,0,2,0,2,3,1,3,1,31,9,22,0,204,181,23,22522,661,21917,8,4,4,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,157,157,0,447,471,0,3,3,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,10,10,0,82,121,0,3,3,0,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,22,4,18,0,109,10,99,724,150,635,5,4,1,0
3,0,3,5,0,5,8,8,8,0,0,0,8,0,8,0,94,0,94,0,869,0,869,4416,0,8086,68,0,68,0
3,2,2,6,5,3,2,1,1,7,5,2,9,7,5,3,137,74,67,5,717,399,319,25906,23917,2664,60,33,27,1
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,2,1,8,7,1,3,2,1,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,6,5,1,0,20,19,1,65,98,1,5,4,1,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,4,1,0,36,35,1,111,141,1,5,4,1,0
2,0,2,5,1,4,2,1,1,5,0,5,7,1,6,0,86,11,77,2,468,56,413,23973,289,24384,52,10,42,1
1,0,1,2,1,2,2,1,1,1,0,1,3,1,3,1,24,8,15,0,79,25,53,506,1036,413,24,13,11,0
2,0,2,2,0,2,4,4,4,0,0,0,4,0,4,0,32,0,31,0,131,0,130,880,0,1210,19,0,19,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,2,1,1,28,20,10,76,53,49,7,5,2,1
2,2,0,4,4,2,2,1,1,4,4,0,6,6,2,2,88,81,9,2,482,423,59,24181,25303,479,84,57,27,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,8,15,0,2,2,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,6,6,0,0,32,32,0,324,489,0,9,9,0,0
2,0,2,4,1,4,2,1,1,4,0,4,6,1,6,1,95,21,81,7,594,178,416,25314,1483,25296,58,5,53,0
1,0,1,3,2,1,2,1,1,2,1,1,4,2,2,0,5,2,3,0,11,6,5,171,20,443,6,2,4,0
1,1,0,5,4,1,1,0,0,5,5,0,6,5,1,0,26,26,4,4,135,103,32,693,950,63,21,18,3,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,23,21,2,0,30,27,3,1486,1482,4,2,1,1,0
2,1,1,12,7,5,1,0,0,13,8,5,14,8,6,0,58,53,7,2,181,173,9,2371,2555,482,38,29,9,1
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,4,4,0,2,2,0,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,5,1,4,3,1,2,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,126,125,1,0,127,126,1,147,145,2,4,3,1,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1,0
3,3,0,4,2,2,1,0,0,6,5,1,7,5,2,0,137,134,3,0,168,149,19,364,204,194,18,14,4,0
4,4,0,21,20,1,1,0,0,24,24,0,25,24,1,0,369,368,1,0,2399,2398,1,40728,58434,1,434,433,1,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1,0
4,4,1,13,13,1,1,0,0,16,16,0,17,17,2,2,200,191,16,7,487,348,139,4379,4667,3470,90,63,27,1
4,0,4,7,1,7,1,1,1,10,0,10,11,1,11,1,190,5,188,3,379,23,358,2998,394,3484,60,3,57,1
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,12,12,0,43,51,0,5,5,0,0
2,2,1,2,1,1,1,0,0,3,3,0,4,3,2,1,13,4,11,2,21,5,18,53,12,39,11,3,8,1
4,4,0,13,13,0,17,0,17,0,0,0,17,17,0,0,217,216,0,0,585,584,0,4487,10058,0,126,126,0,0
3,3,0,14,13,1,1,0,0,16,16,0,17,16,1,0,199,196,9,6,360,350,14,2733,3426,36,66,60,6,1
2,2,0,4,4,2,1,1,0,5,5,0,6,6,2,2,29,27,4,2,81,67,15,724,3632,70,39,36,3,1
2,2,1,3,2,2,2,1,1,3,2,1,5,4,3,2,137,14,126,3,162,33,132,386,307,195,27,18,9,1
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
2,2,0,3,2,1,1,0,0,4,4,0,5,4,1,0,25,18,9,2,86,51,35,898,195,2256,25,18,7,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,10,10,0,0,37,37,0,245,245,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,5,5,0,0,11,11,0,64,64,0,2,2,0,0
0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,22,20,3,1,38,21,17,128,26,102,8,6,2,0
0,0,0,3,0,3,3,3,2,0,0,0,3,0,3,0,7,0,7,0,14,0,14,68,0,68,5,0,5,0
1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,13,12,2,1,45,19,26,162,81,81,11,5,6,0
1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,11,3,9,1,53,7,46,198,8,288,12,1,11,0
1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,5,5,0,0,16,16,0,204,1048,0,10,10,0,0
3,0,3,6,1,5,1,1,1,8,0,8,9,1,8,0,26,3,23,0,101,9,92,3142,2505,1629,32,1,31,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,8,8,0,0,23,23,0,81,81,0,4,4,0,0
3,0,3,3,3,2,1,1,1,5,2,3,6,3,5,2,144,130,15,1,195,145,51,2876,2670,263,26,10,16,1
5,4,1,6,6,0,1,0,0,10,10,0,11,10,1,0,168,167,3,2,343,293,50,3739,4701,779,77,71,6,0
0,0,0,4,1,3,1,1,1,3,0,3,4,1,3,0,11,2,9,1,18,2,15,85,29,54,9,1,8,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,5,0,5,0,29,0,29,38,0,38,6,0,6,0
2,1,2,4,3,3,0,0,0,6,4,2,6,4,5,3,22,14,8,1,88,72,16,329,239,117,29,22,7,1
2,2,1,1,1,0,1,0,0,2,2,0,3,3,1,1,18,17,1,0,35,34,1,115,114,1,6,5,1,0
2,2,1,2,1,1,0,0,0,4,3,1,4,3,2,1,17,15,2,0,35,33,2,119,117,2,9,7,2,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,6,0,6,1,0,1,0
1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,9,4,5,0,17,6,11,2621,2553,68,7,1,6,0
3,3,0,4,4,1,2,1,1,5,5,0,7,7,1,1,26,26,1,1,45,45,1,2777,2797,2,20,19,1,1
3,1,3,4,2,3,1,1,1,6,2,4,7,3,6,2,18,6,13,1,34,7,27,98,65,58,18,7,11,0
2,1,1,2,2,0,1,0,0,3,3,0,4,3,1,0,9,4,5,0,15,8,7,119,14,183,5,3,2,0
5,0,5,7,0,7,12,12,12,0,0,0,12,0,12,0,210,0,210,0,634,0,634,4209,0,38745,217,0,217,0
3,2,2,5,4,1,0,0,0,8,6,2,8,6,3,1,149,15,135,1,192,45,147,481,179,316,24,15,9,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,1,1,0,0,2,2,0,2,2,0,2,2,0,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,5,1,4,0,5,1,4,334,1,333,4,1,4,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,6,3,3,0,6,3,3,34,3,31,2,2,1,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,8,6,2,0,8,6,2,55,34,29,6,3,3,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,6,6,0,27,27,0,1,1,0,0
2,0,2,2,0,2,4,4,4,0,0,0,4,0,4,0,12,0,12,0,39,0,39,192,0,201,12,0,12,0
5,0,5,12,1,12,1,1,1,16,0,16,17,1,17,1,226,1,226,1,599,17,582,6847,50,9186,192,5,187,0
1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,4,3,1,0,23,20,3,88,80,8,3,2,1,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,25,24,1,158,157,1,2,1,1,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
5,5,0,10,10,1,1,0,0,14,14,0,15,15,1,1,219,217,4,2,588,573,16,10010,11702,53,152,151,1,1
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,8,8,0,0,61,61,0,556,3786,0,16,16,0,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,17,17,0,0,189,189,0,673,2001,0,41,41,0,0
1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,3,1,2,0,13,5,8,32,21,11,4,1,3,0
1,1,0,5,4,1,1,0,0,5,5,0,6,5,1,0,9,9,1,1,14,13,1,39,28,11,10,9,1,0
2,2,0,5,5,1,1,0,0,6,6,0,7,7,1,1,20,18,2,0,144,141,3,286,274,21,25,23,2,0
1,0,1,2,2,0,1,0,0,2,2,0,3,2,1,0,7,3,4,0,11,7,4,84,80,4,3,2,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,7,7,0,15,15,0,1,1,0,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,7,1,6,0,13,2,11,19,2,17,2,1,1,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,5,5,0,0,10,10,0,23,23,0,3,3,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,3,3,0,1,1,0,0
5,5,1,6,6,2,0,0,0,11,11,0,11,11,3,3,141,103,38,0,809,761,48,7662,11676,7719,256,223,33,0
4,4,1,1,1,0,2,1,1,3,3,0,5,5,1,1,66,65,1,0,72,69,3,177581,177587,16,10,9,1,0
5,5,1,9,9,2,1,1,1,13,13,0,14,14,3,3,187,186,1,0,903,897,6,186005,200179,47,288,284,4,0
5,5,0,4,4,0,9,1,9,0,0,0,9,9,0,0,131,131,0,0,196,196,0,181784,186731,0,84,84,0,0
