top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source,has_conflict
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,10,10,0,32,32,0,2,2,0,0
0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,3,3,0,0,13,13,0,39,39,0,4,4,0,0
0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,3,3,0,0,13,13,0,39,39,0,4,4,0,0
0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,3,3,0,0,13,13,0,39,39,0,4,4,0,0
0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,3,3,0,0,13,13,0,39,39,0,4,4,0,0
0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,3,3,0,0,13,13,0,39,39,0,4,4,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,7,7,0,2,2,0,0
0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,7,7,0,2,2,0,0
0,0,0,5,5,0,5,0,5,0,0,0,5,5,0,0,4,4,0,0,15,15,0,47,47,0,5,5,0,0
0,0,0,5,5,0,5,0,5,0,0,0,5,5,0,0,4,4,0,0,15,15,0,47,47,0,5,5,0,0
0,0,0,6,6,0,6,0,6,0,0,0,6,6,0,0,5,5,0,0,16,16,0,56,56,0,6,6,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
1,1,0,7,7,0,8,0,8,0,0,0,8,8,0,0,6,6,0,0,19,19,0,59,59,0,8,8,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,3,3,0,5,5,0,3,3,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,3,3,0,5,5,0,3,3,0,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,2,2,0,0
1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,3,3,0,0,5,5,0,7,7,0,5,5,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,4,4,0,6,6,0,4,4,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,3,3,0,0,5,5,0,7,7,0,5,5,0,0
2,2,0,1,1,0,3,0,3,0,0,0,3,3,0,0,3,3,0,0,5,5,0,5,5,0,3,3,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,2,2,0,0
1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,15,1,14,0,16,2,14,2722,2,2800,8,1,7,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,5,3,2,2,1,1,0
1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,9,9,0,2,2,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,8,8,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,8,8,0,1,1,0,0
1,1,1,4,2,2,1,1,1,4,2,2,5,3,3,1,15,12,3,0,17,12,5,2336,2528,11,13,10,3,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,4,1,3,2,1,1,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,3,0,3,1,0,1,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,6,0,6,1,0,1,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,6,6,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1,0,1,2,0,2,3,3,3,0,0,0,3,0,3,0,2,0,2,0,5,0,5,22,0,50,8,0,8,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,3,0,3,2,0,2,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,2,2,0,3,3,0,2,2,0,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,2,2,0,3,3,0,2,2,0,0
1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,2,2,0,0,3,3,0,4,4,0,3,3,0,0
1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,2,2,0,0,3,3,0,4,4,0,3,3,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,1,1,1,1,3,1,2,3,1,2,3,1,2,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2,1,1,0,2,1,1,3,1,2,2,1,1,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,2,2,0,3,3,0,2,2,0,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,4,4,0,3,3,0,0
1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,4,4,0,5,5,0,4,4,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3,0,3,0,3,0,3,3,0,3,1,0,1,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3,0,3,0,3,0,3,3,0,3,1,0,1,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,4,2,2,4,2,2,2,1,1,0
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,1,2,3,1,2,3,1,2,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,11,11,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,4,4,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,3,3,1,1,5,4,1,13,28,1,6,5,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,4,4,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,4,4,0,1,1,0,0
1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,3,2,1,0,3,2,1,4,3,1,3,2,1,0
1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,3,3,0,0,4,4,0,47,90,0,5,5,0,0
1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,3,3,0,0,4,4,0,47,90,0,5,5,0,0
1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,3,3,0,0,4,4,0,47,90,0,5,5,0,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,4,4,0,1,1,0,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,2,1,23,4,19,2,1,1,0
2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,2,2,1,1,5,4,1,27,21,6,2,1,1,0
1,1,0,1,1,1,1,0,0,1,1,0,2,2,1,1,1,1,1,1,14,14,7,100,81,46,4,2,2,1
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,7,7,0,2,2,0,0
1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,10,10,0,0,12,12,0,7039,35291,0,21,21,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,7,7,0,2,2,0,0
1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,4,4,0,65,350,0,7,7,0,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2,0,2,1,0,1,0
1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,4,4,0,0,6,6,0,15,21,0,7,7,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,6,6,0,1,1,0,0
2,2,0,2,1,1,1,0,0,3,3,0,4,3,1,0,5,5,1,1,9,8,1,39,120,2,13,12,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,5,5,0,6,1,6,0,0,0,6,6,0,0,6,6,0,0,11,11,0,6273,6372,0,15,15,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,4,0,4,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,4,4,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1,0
0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,2,2,0,2,2,0,2,2,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6233,6233,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,46,46,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,3,0,3,1,0,1,0
2,2,0,3,1,2,1,0,0,4,3,1,5,3,2,0,2,1,2,1,2,1,2,97,144,49,5,3,2,1
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,5,5,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,4,1,3,2,1,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2,1,1,3,0,3,1,1,1,4,0,4,5,1,4,0,4,1,3,0,6,2,4,12,4,18,6,1,5,0
0,0,0,2,0,2,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,2,0,2,2,0,2,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,3,0,3,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,4,3,1,2,1,1,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,8,8,0,1,1,0,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,2,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,2,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,4,2,2,8,2,6,2,1,1,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,14,14,0,2,2,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,6,6,0,1,1,0,0
1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,4,0,4,8,0,8,2,0,2,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,5,0,5,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
3,3,0,3,3,0,6,0,6,0,0,0,6,6,0,0,4,4,0,0,9,9,0,23,31,0,8,8,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,4,4,0,7,9,0,2,2,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,5,5,0,15,15,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,7,6,1,0,9,8,1,80,221,1,12,11,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,14,27,0,3,3,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,1,1,0,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,3,2,1,3,2,1,2,1,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
1,1,0,6,6,0,7,0,7,0,0,0,7,7,0,0,5,5,0,0,11,11,0,36,53,0,12,12,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2,0,2,4,1,3,1,1,1,5,0,5,6,1,5,0,5,1,5,1,8,1,7,12,1,13,7,1,6,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2,1,2,4,0,4,1,1,1,5,0,5,6,1,6,1,6,1,5,0,11,2,9,18,5,15,10,2,8,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
1,1,0,2,0,2,2,1,1,1,0,1,3,1,2,0,7,7,2,2,14,12,2,44,38,11,8,6,2,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2,0,2,1,0,1,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
2,2,0,0,0,0,2,1,2,0,0,0,2,2,0,0,6,6,0,0,8,8,0,88,107,0,4,4,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,2,0,2,2,1,1,1,0,1,3,1,2,0,3,1,2,0,4,1,3,7,1,6,4,1,3,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,5,5,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,4,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,4,0,4,4,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,4,0,4,4,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,5,5,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,8,8,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,5,10,0,2,2,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,6,6,0,2,2,0,0
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,6,0,6,2,0,2,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2,2,0,17,17,0,19,0,19,0,0,0,19,19,0,0,10,10,0,0,19,19,0,188,946,0,38,38,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,2,2,0,3,3,0,2,2,0,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,5,1,4,2,1,1,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
